Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos,Cluster,Role,PC1,PC2,PC3
Thabo Sefolosha,101,2017-18,113.0,16.4,0.8,2.6,15.8,33.0,UTA,NBA,38.0,6.0,806.0,7.3,14.9,5.4,9.7,2.0,5.2,2.7,3.4,1.8,8.2,10.0,2.1,3.2,0.7,1.9,3.7,19.4,0.4920000000000001,0.551,0.381,0.5579999999999999,0.815,0.591,2017,SF,2,Do It All,0.48697126573863975,-0.7654136421490741,2.251120313567518
Wayne Selden,115,2017-18,101.0,22.6,-0.4,0.3,11.8,23.0,MEM,NBA,35.0,9.0,692.0,8.5,19.7,4.9,10.7,3.6,8.9,3.2,4.3,1.2,2.9,4.1,4.8,1.3,0.4,3.9,4.3,23.7,0.431,0.456,0.402,0.522,0.746,0.551,2017,SG,1,3&D,-1.697924856340335,2.5832014900059135,0.47641712071601117
Pascal Siakam,105,2017-18,113.0,15.7,1.7,4.7,14.5,23.0,TOR,NBA,81.0,5.0,1679.0,7.4,14.6,6.6,10.7,0.9,3.9,1.6,2.6,2.3,8.4,10.7,4.7,1.8,1.2,2.0,4.9,17.3,0.508,0.612,0.22,0.537,0.621,0.5489999999999999,2017,PF,2,Do It All,0.9982129834253934,-2.290162083565956,1.5793332841453462
Ben Simmons,102,2017-18,111.0,22.3,4.6,9.2,20.0,21.0,PHI,NBA,81.0,81.0,2732.0,9.6,17.6,9.6,17.4,0.0,0.2,3.4,6.0,2.6,9.0,11.6,11.6,2.5,1.2,4.9,3.7,22.5,0.545,0.551,0.0,0.545,0.56,0.557,2017,PG,6,Star Inside Big,5.133104253633381,-0.22347629700900679,-0.6683822530984782
Jonathon Simmons,113,2017-18,103.0,22.0,-0.2,1.9,12.7,28.0,ORL,NBA,69.0,50.0,2029.0,8.5,18.4,6.9,13.4,1.7,4.9,4.5,5.8,1.5,4.3,5.8,4.1,1.4,0.4,3.5,4.2,23.2,0.465,0.512,0.33799999999999997,0.511,0.768,0.555,2017,SG,1,3&D,0.07320366165517972,1.489700997642908,0.0064124135416845415
Kobi Simmons,115,2017-18,94.0,17.0,-0.6,-0.2,7.7,20.0,MEM,NBA,32.0,12.0,643.0,6.3,14.9,5.4,11.8,0.9,3.1,2.0,2.0,1.1,2.8,3.9,5.3,1.4,0.4,3.5,4.8,15.4,0.423,0.46,0.282,0.452,1.0,0.49,2017,PG,5,Perimeter Scorer,-3.4100323261436034,0.5961635130975113,-1.089086997260109
Marcus Smart,104,2017-18,97.0,19.4,0.6,1.9,10.8,23.0,BOS,NBA,54.0,11.0,1614.0,5.9,15.9,3.5,8.2,2.3,7.7,3.0,4.1,1.3,4.5,5.9,8.0,2.2,0.7,4.0,4.1,17.0,0.3670000000000001,0.429,0.301,0.44,0.7290000000000001,0.479,2017,SG,1,3&D,-2.6630088663718605,1.2076426048095665,-1.4097351660587991
Dennis Smith,110,2017-18,93.0,28.9,-0.1,-0.7,12.8,20.0,DAL,NBA,69.0,69.0,2049.0,9.9,25.1,7.3,16.8,2.6,8.3,3.3,4.7,1.2,5.1,6.4,8.8,1.7,0.4,4.8,3.7,25.7,0.395,0.435,0.313,0.446,0.6940000000000001,0.473,2017,PG,1,3&D,-0.5353826569365933,3.679621330200296,-3.008488426404425
Ish Smith,109,2017-18,109.0,20.8,0.4,4.4,15.4,29.0,DET,NBA,82.0,35.0,2043.0,9.5,19.6,8.6,17.1,0.9,2.5,2.0,2.8,0.7,4.8,5.5,8.8,1.6,0.5,2.6,3.4,21.8,0.486,0.506,0.34700000000000003,0.507,0.698,0.525,2017,PG,2,Do It All,0.5952703209680428,1.2160598514154939,-0.0649487754166967
J.R. Smith,114,2017-18,103.0,13.8,0.2,1.4,8.4,32.0,CLE,NBA,80.0,61.0,2244.0,5.2,13.0,2.1,4.7,3.1,8.3,0.9,1.2,0.6,4.5,5.1,3.1,1.5,0.2,1.8,3.5,14.5,0.40299999999999997,0.45299999999999996,0.375,0.524,0.696,0.534,2017,SG,5,Perimeter Scorer,-4.4656087595279566,-0.16890989164789885,2.058864767322949
Tony Snell,114,2017-18,113.0,10.6,0.1,2.4,8.5,26.0,MIL,NBA,75.0,59.0,2053.0,4.5,10.3,1.9,3.8,2.6,6.5,0.9,1.2,0.2,3.2,3.4,2.4,1.1,0.7,0.9,2.8,12.5,0.435,0.49,0.40299999999999997,0.562,0.792,0.578,2017,SG,5,Perimeter Scorer,-4.277600067996326,-0.9194636803790982,3.9864917351531353
Marreese Speights,111,2017-18,101.0,26.9,-0.1,0.6,13.7,30.0,ORL,NBA,52.0,3.0,675.0,10.0,25.3,3.8,8.4,6.2,16.9,2.9,4.0,1.5,8.1,9.6,2.9,0.6,1.6,2.9,7.7,29.2,0.395,0.44799999999999995,0.369,0.519,0.727,0.539,2017,C,1,3&D,-0.7980985652071042,2.5701803931162424,0.8041811531641321
Nik Stauskas,113,2017-18,101.0,15.9,-0.3,0.3,9.0,24.0,TOT,NBA,41.0,0.0,523.0,5.6,14.3,1.9,5.0,3.7,9.3,1.9,2.7,0.4,5.6,5.9,3.6,0.8,0.4,2.4,2.2,16.8,0.39,0.37,0.4,0.519,0.7240000000000001,0.5429999999999999,2017,SG,5,Perimeter Scorer,-4.310359942149811,0.9221652694684032,1.4589682727803681
Nik Stauskas,113,2017-18,101.0,15.9,-0.3,0.3,9.0,24.0,TOT,NBA,41.0,0.0,523.0,5.6,14.3,1.9,5.0,3.7,9.3,1.9,2.7,0.4,5.6,5.9,3.6,0.8,0.4,2.4,2.2,16.8,0.39,0.37,0.4,0.519,0.7240000000000001,0.5429999999999999,2017,SG,5,Perimeter Scorer,-4.310359942149811,0.9221652694684032,1.4589682727803681
Nik Stauskas,113,2017-18,101.0,15.9,-0.3,0.3,9.0,24.0,TOT,NBA,41.0,0.0,523.0,5.6,14.3,1.9,5.0,3.7,9.3,1.9,2.7,0.4,5.6,5.9,3.6,0.8,0.4,2.4,2.2,16.8,0.39,0.37,0.4,0.519,0.7240000000000001,0.5429999999999999,2017,SG,5,Perimeter Scorer,-4.310359942149811,0.9221652694684032,1.4589682727803681
Lance Stephenson,108,2017-18,99.0,21.6,0.0,1.8,12.4,27.0,IND,NBA,82.0,7.0,1850.0,8.2,19.2,6.4,12.9,1.8,6.3,2.3,3.4,1.7,9.8,11.5,6.3,1.2,0.5,3.5,4.8,20.5,0.4270000000000001,0.495,0.289,0.475,0.6609999999999999,0.495,2017,SG,1,3&D,-0.36441784345791917,0.18835850930964246,-1.3066886833789322
Jayson Tatum,103,2017-18,111.0,19.5,1.8,7.1,15.3,19.0,BOS,NBA,80.0,80.0,2438.0,8.1,17.1,6.0,12.2,2.2,5.0,4.4,5.3,1.0,7.2,8.2,2.6,1.7,1.2,2.3,3.5,22.8,0.475,0.4920000000000001,0.434,0.5379999999999999,0.826,0.586,2017,SF,8,All Star,1.3944995621202994,0.8641988066322889,1.8577103764392586
Isaiah Taylor,114,2017-18,101.0,20.1,-1.0,0.6,10.9,23.0,ATL,NBA,67.0,9.0,1167.0,6.8,16.3,6.0,13.0,0.8,3.3,4.1,5.9,0.9,3.0,3.9,8.6,1.4,0.4,3.5,4.9,18.6,0.418,0.461,0.25,0.444,0.7020000000000001,0.4920000000000001,2017,PG,5,Perimeter Scorer,-1.842311303524864,1.0494937022495414,-1.8361172631322045
Jeff Teague,112,2017-18,111.0,20.6,1.3,4.9,16.4,29.0,MIN,NBA,70.0,70.0,2311.0,7.7,17.2,5.8,12.2,1.8,4.9,4.4,5.2,0.5,4.0,4.5,10.6,2.2,0.5,3.8,3.7,21.5,0.446,0.47700000000000004,0.368,0.499,0.845,0.5529999999999999,2017,PG,8,All Star,0.06299302350018617,2.6172649433935593,0.6135577978792282
Garrett Temple,112,2017-18,102.0,16.4,0.1,1.2,10.2,31.0,SAC,NBA,65.0,35.0,1615.0,6.2,14.9,3.4,7.8,2.8,7.1,1.9,2.4,0.7,4.1,4.8,3.9,1.8,0.8,2.5,4.2,17.1,0.418,0.442,0.392,0.512,0.769,0.536,2017,SG,1,3&D,-3.180579875281914,0.5159992280351066,1.0823447624581133
Miloš Teodosić,114,2017-18,107.0,18.2,0.2,1.4,11.6,30.0,LAC,NBA,45.0,36.0,1134.0,6.5,15.4,2.7,5.5,3.8,9.9,1.7,2.0,0.7,4.7,5.4,9.0,1.0,0.2,4.2,4.4,18.4,0.419,0.4920000000000001,0.379,0.542,0.848,0.564,2017,PG,1,3&D,-2.800581608055078,1.6988966846621387,2.0858828341485003
Jason Terry,111,2017-18,103.0,10.1,0.0,0.7,8.1,40.0,MIL,NBA,51.0,4.0,814.0,3.6,9.4,1.2,2.4,2.5,7.0,0.5,0.6,0.3,2.6,2.9,3.6,2.6,0.8,1.5,3.2,10.2,0.38299999999999995,0.48700000000000004,0.348,0.513,0.889,0.525,2017,SG,5,Perimeter Scorer,-5.583101961289626,-0.735814464323064,2.3754146540459518
Daniel Theis,100,2017-18,117.0,15.5,1.1,3.5,16.1,25.0,BOS,NBA,63.0,3.0,936.0,6.7,12.4,5.8,9.3,1.0,3.1,3.3,4.3,4.8,9.8,14.6,3.0,1.6,2.6,3.0,8.4,17.7,0.541,0.617,0.31,0.579,0.753,0.616,2017,C,2,Do It All,2.7031606239791874,-3.9382839234924214,2.025945454228536
Isaiah Thomas,115,2017-18,99.0,28.8,-0.7,0.2,12.6,28.0,TOT,NBA,32.0,15.0,862.0,8.8,23.6,5.7,13.1,3.1,10.5,6.6,7.4,1.0,2.8,3.8,8.6,0.8,0.2,5.3,3.3,27.3,0.373,0.43799999999999994,0.293,0.43799999999999994,0.893,0.508,2017,PG,1,3&D,-0.8506932111231575,5.166993478613792,-1.8380492003607034
Isaiah Thomas,115,2017-18,99.0,28.8,-0.7,0.2,12.6,28.0,TOT,NBA,32.0,15.0,862.0,8.8,23.6,5.7,13.1,3.1,10.5,6.6,7.4,1.0,2.8,3.8,8.6,0.8,0.2,5.3,3.3,27.3,0.373,0.43799999999999994,0.293,0.43799999999999994,0.893,0.508,2017,PG,1,3&D,-0.8506932111231575,5.166993478613792,-1.8380492003607034
Isaiah Thomas,115,2017-18,99.0,28.8,-0.7,0.2,12.6,28.0,TOT,NBA,32.0,15.0,862.0,8.8,23.6,5.7,13.1,3.1,10.5,6.6,7.4,1.0,2.8,3.8,8.6,0.8,0.2,5.3,3.3,27.3,0.373,0.43799999999999994,0.293,0.43799999999999994,0.893,0.508,2017,PG,1,3&D,-0.8506932111231575,5.166993478613792,-1.8380492003607034
Lance Thomas,113,2017-18,103.0,10.7,-0.2,0.9,6.3,29.0,NYK,NBA,73.0,31.0,1353.0,3.7,9.8,1.9,5.2,1.8,4.5,1.6,1.9,1.6,4.8,6.4,1.6,1.1,0.5,1.5,4.9,10.9,0.382,0.364,0.40299999999999997,0.47600000000000003,0.83,0.513,2017,PF,5,Perimeter Scorer,-5.16008496624848,-1.4642041318783563,0.849457398100778
Klay Thompson,111,2017-18,110.0,23.7,0.9,4.9,16.0,27.0,GSW,NBA,73.0,73.0,2506.0,11.1,22.7,6.7,12.7,4.4,10.0,1.6,1.9,0.6,4.7,5.3,3.6,1.1,0.7,2.5,2.3,28.1,0.488,0.526,0.44,0.585,0.8370000000000001,0.598,2017,SG,7,Elite Wing,0.6152823518042941,3.1211858495756495,3.155885484803364
Tristan Thompson,112,2017-18,120.0,12.6,-0.1,2.5,13.6,26.0,CLE,NBA,53.0,22.0,1072.0,6.0,10.7,6.0,10.7,0.0,0.0,2.0,3.6,5.8,10.3,16.1,1.5,0.7,0.8,1.6,4.7,14.0,0.562,0.562,0.0,0.562,0.544,0.569,2017,C,3,Backup Inside Big,1.2005720793870815,-5.237197877690426,1.4753702736010759
Sindarius Thornwell,111,2017-18,101.0,12.1,0.1,1.0,8.2,23.0,LAC,NBA,73.0,17.0,1156.0,4.2,9.8,3.2,7.2,1.0,2.6,2.5,3.7,1.4,4.5,5.9,2.9,2.0,1.1,2.2,5.3,11.9,0.429,0.44799999999999995,0.377,0.479,0.67,0.519,2017,SG,5,Perimeter Scorer,-3.4685853433028586,-1.9074034773968658,0.1472383313756201
Anthony Tolliver,110,2017-18,126.0,14.8,1.5,5.3,13.9,32.0,DET,NBA,79.0,14.0,1757.0,6.2,13.4,1.7,3.0,4.5,10.4,3.0,3.8,1.4,5.4,6.8,2.6,0.9,0.6,1.6,4.1,20.0,0.46399999999999997,0.561,0.436,0.632,0.797,0.6629999999999999,2017,PF,7,Elite Wing,-0.7629919641109046,0.14134856291352804,6.169577601479598
Karl-Anthony Towns,107,2017-18,127.0,22.9,5.5,14.0,24.9,22.0,MIN,NBA,82.0,82.0,2918.0,11.0,20.1,8.9,15.2,2.1,4.9,5.9,6.9,4.1,13.3,17.3,3.4,1.1,2.0,2.7,4.9,29.9,0.545,0.585,0.42100000000000004,0.596,0.858,0.6459999999999999,2017,C,4,Superstar,7.508367378217926,0.6122755800891206,3.7217404576804456
P.J. Tucker,106,2017-18,107.0,10.5,1.2,3.9,8.3,32.0,HOU,NBA,82.0,34.0,2281.0,3.7,9.5,1.2,2.8,2.5,6.7,0.9,1.3,2.0,7.9,9.9,1.7,1.7,0.6,1.6,4.4,10.8,0.39,0.435,0.371,0.52,0.7170000000000001,0.537,2017,PF,1,3&D,-3.7808161029525276,-2.270580556781263,2.1596924569461122
Evan Turner,109,2017-18,103.0,15.6,0.1,2.6,9.9,29.0,POR,NBA,79.0,40.0,2034.0,6.3,14.1,5.3,10.9,1.0,3.2,2.2,2.6,0.7,5.2,6.0,4.2,1.1,0.7,2.4,4.0,15.9,0.447,0.485,0.318,0.484,0.85,0.52,2017,SF,1,3&D,-2.0413684546849002,-0.41237354204946786,0.33483646944266776
Myles Turner,106,2017-18,110.0,20.0,1.3,4.7,16.6,21.0,IND,NBA,65.0,62.0,1836.0,8.3,17.4,6.8,13.1,1.5,4.3,4.4,5.6,2.5,8.8,11.4,2.4,1.0,3.2,2.6,5.1,22.5,0.479,0.519,0.35700000000000004,0.523,0.777,0.5670000000000001,2017,C,2,Do It All,2.281419592990711,-0.784124720253331,0.7569771167720671
Ekpe Udoh,98,2017-18,126.0,9.1,1.6,3.2,15.2,30.0,UTA,NBA,63.0,3.0,810.0,3.7,7.4,3.7,7.4,0.0,0.1,2.6,3.5,4.2,5.1,9.3,3.3,2.7,4.6,1.2,6.5,10.0,0.5,0.504,0.0,0.5,0.75,0.56,2017,C,9,Elite Inside Big,0.2700131383929553,-5.482982352837224,1.3605163602267443
Tyler Ulis,115,2017-18,96.0,18.5,-1.3,-0.2,10.1,22.0,PHO,NBA,71.0,43.0,1658.0,6.2,15.9,5.0,11.7,1.2,4.2,2.4,2.9,0.7,3.0,3.7,9.0,2.0,0.2,3.7,3.5,16.0,0.38799999999999996,0.425,0.28800000000000003,0.426,0.8320000000000001,0.465,2017,PG,5,Perimeter Scorer,-3.6715862357159086,1.5396127912654274,-1.9427992140567958
Jonas Valančiūnas,103,2017-18,120.0,22.7,1.5,7.6,22.5,25.0,TOR,NBA,77.0,77.0,1727.0,11.1,19.6,10.3,17.5,0.9,2.1,4.9,6.0,5.2,13.6,18.8,2.3,0.8,2.0,3.3,5.5,28.0,0.568,0.5870000000000001,0.405,0.59,0.8059999999999999,0.628,2017,C,6,Star Inside Big,6.710179986950375,-1.2220979001160939,1.5607358381930927
Denzel Valentine,111,2017-18,104.0,17.5,0.8,2.5,12.1,24.0,CHI,NBA,77.0,37.0,2095.0,7.0,16.8,3.7,8.2,3.3,8.6,0.9,1.2,1.1,8.0,9.2,5.7,1.5,0.3,2.3,4.3,18.2,0.41700000000000004,0.45,0.386,0.517,0.745,0.527,2017,SG,1,3&D,-2.353878564202925,0.4832236193647985,1.2859882673718945
Fred VanVleet,106,2017-18,115.0,19.1,1.5,4.7,15.9,23.0,TOR,NBA,76.0,0.0,1520.0,7.5,17.7,4.0,9.2,3.5,8.5,2.7,3.3,0.8,5.2,6.0,7.9,2.2,0.6,2.4,4.2,21.3,0.426,0.4370000000000001,0.414,0.525,0.8320000000000001,0.556,2017,PG,7,Elite Wing,-0.8697039014786779,1.9760696057803282,1.9510936469667777
Noah Vonleh,106,2017-18,106.0,14.5,-0.2,1.6,12.8,22.0,TOT,NBA,54.0,16.0,875.0,5.9,13.2,4.7,9.5,1.1,3.7,2.0,3.3,3.9,13.6,17.5,1.9,1.1,1.0,1.7,3.8,14.9,0.444,0.5,0.303,0.48700000000000004,0.621,0.509,2017,PF,1,3&D,-0.5296145996106364,-3.2803294057996695,-0.05689199845683852
Noah Vonleh,106,2017-18,106.0,14.5,-0.2,1.6,12.8,22.0,TOT,NBA,54.0,16.0,875.0,5.9,13.2,4.7,9.5,1.1,3.7,2.0,3.3,3.9,13.6,17.5,1.9,1.1,1.0,1.7,3.8,14.9,0.444,0.5,0.303,0.48700000000000004,0.621,0.509,2017,PF,1,3&D,-0.5296145996106364,-3.2803294057996695,-0.05689199845683852
Noah Vonleh,106,2017-18,106.0,14.5,-0.2,1.6,12.8,22.0,TOT,NBA,54.0,16.0,875.0,5.9,13.2,4.7,9.5,1.1,3.7,2.0,3.3,3.9,13.6,17.5,1.9,1.1,1.0,1.7,3.8,14.9,0.444,0.5,0.303,0.48700000000000004,0.621,0.509,2017,PF,1,3&D,-0.5296145996106364,-3.2803294057996695,-0.05689199845683852
Nikola Vučević,106,2017-18,105.0,25.9,2.0,3.6,19.7,27.0,ORL,NBA,57.0,57.0,1683.0,11.6,24.4,9.7,18.5,1.9,5.9,2.2,2.7,2.9,12.3,15.2,5.6,1.6,1.8,3.2,4.2,27.3,0.475,0.527,0.314,0.513,0.8190000000000001,0.5329999999999999,2017,C,2,Do It All,3.552587031701446,1.0195184099972354,-0.5781955909642306
Dwyane Wade,109,2017-18,98.0,26.2,0.0,1.1,15.0,36.0,TOT,NBA,67.0,3.0,1536.0,9.6,21.9,8.6,18.3,1.0,3.6,4.3,6.1,1.6,6.5,8.1,7.3,2.0,1.5,4.5,4.0,24.6,0.43799999999999994,0.46799999999999997,0.28800000000000003,0.462,0.7140000000000001,0.5,2017,SG,2,Do It All,1.284297453833468,1.9322307485810666,-2.8006992320663677
Dwyane Wade,109,2017-18,98.0,26.2,0.0,1.1,15.0,36.0,TOT,NBA,67.0,3.0,1536.0,9.6,21.9,8.6,18.3,1.0,3.6,4.3,6.1,1.6,6.5,8.1,7.3,2.0,1.5,4.5,4.0,24.6,0.43799999999999994,0.46799999999999997,0.28800000000000003,0.462,0.7140000000000001,0.5,2017,SG,2,Do It All,1.284297453833468,1.9322307485810666,-2.8006992320663677
Dwyane Wade,109,2017-18,98.0,26.2,0.0,1.1,15.0,36.0,TOT,NBA,67.0,3.0,1536.0,9.6,21.9,8.6,18.3,1.0,3.6,4.3,6.1,1.6,6.5,8.1,7.3,2.0,1.5,4.5,4.0,24.6,0.43799999999999994,0.46799999999999997,0.28800000000000003,0.462,0.7140000000000001,0.5,2017,SG,2,Do It All,1.284297453833468,1.9322307485810666,-2.8006992320663677
Dion Waiters,110,2017-18,94.0,25.0,-0.5,0.1,10.5,26.0,MIA,NBA,30.0,30.0,918.0,8.9,22.4,6.1,13.1,2.8,9.3,2.8,3.8,0.4,3.8,4.2,6.2,1.3,0.5,3.8,3.3,23.5,0.39799999999999996,0.46299999999999997,0.306,0.461,0.7390000000000001,0.48700000000000004,2017,SG,1,3&D,-1.8428000126700623,2.944803072989306,-1.4842352617756984
Kemba Walker,111,2017-18,115.0,27.4,3.6,8.6,20.6,27.0,CHO,NBA,80.0,80.0,2736.0,10.5,24.3,6.4,13.6,4.1,10.7,6.5,7.5,0.6,3.9,4.4,7.9,1.6,0.4,3.2,1.7,31.6,0.431,0.469,0.384,0.516,0.8640000000000001,0.5720000000000001,2017,PG,8,All Star,2.4430387609021635,5.8057457515802815,1.9217903601710105
John Wall,108,2017-18,105.0,29.1,1.2,2.7,19.1,27.0,WAS,NBA,41.0,41.0,1410.0,9.9,23.5,7.7,17.6,2.2,5.9,6.2,8.5,0.8,4.5,5.3,13.8,2.0,1.6,5.6,2.8,28.1,0.42,0.436,0.371,0.466,0.726,0.515,2017,PG,2,Do It All,2.1039060116448045,4.737844470011719,-2.290276483229297
Tyrone Wallace,112,2017-18,102.0,16.6,0.0,0.7,10.1,23.0,LAC,NBA,30.0,19.0,851.0,6.3,14.1,5.7,11.8,0.6,2.3,3.5,4.5,1.2,4.8,6.0,4.1,1.5,0.7,2.6,4.7,16.6,0.445,0.483,0.25,0.466,0.782,0.517,2017,PG,5,Perimeter Scorer,-1.7042205338791518,-0.503487902705781,-0.6277447680045473
Taurean Waller-Prince,111,2017-18,100.0,22.1,0.8,2.0,12.8,23.0,ATL,NBA,82.0,82.0,2464.0,8.2,19.3,4.7,10.3,3.5,9.1,3.0,3.6,1.0,6.7,7.7,4.2,1.7,0.8,3.8,3.3,23.0,0.426,0.461,0.385,0.516,0.8440000000000001,0.5489999999999999,2017,SF,1,3&D,-0.9782357771868629,2.2347593517562183,0.6504306259252821
T.J. Warren,114,2017-18,109.0,24.9,0.1,3.4,17.6,24.0,PHO,NBA,65.0,65.0,2142.0,11.8,23.8,11.4,21.7,0.4,2.0,4.3,5.7,2.8,4.6,7.4,1.9,1.5,0.9,1.9,3.3,28.4,0.498,0.523,0.222,0.507,0.757,0.541,2017,SF,2,Do It All,3.012679573268278,1.4890654467332056,-0.709604976531259
David West,103,2017-18,113.0,21.7,1.3,3.5,20.9,37.0,GSW,NBA,73.0,0.0,999.0,10.4,18.2,10.3,17.8,0.1,0.4,2.9,3.8,3.1,8.4,11.5,6.7,2.3,3.6,3.9,5.8,23.9,0.5710000000000001,0.5760000000000001,0.375,0.575,0.759,0.6,2017,C,2,Do It All,4.6510074301256275,-1.2014458354214703,0.3383717351315803
Russell Westbrook,104,2017-18,109.0,34.1,7.5,10.1,24.7,29.0,OKC,NBA,80.0,80.0,2914.0,12.9,28.7,11.2,23.2,1.7,5.6,7.1,9.6,2.6,11.1,13.7,14.0,2.5,0.3,6.5,3.4,34.5,0.449,0.485,0.298,0.47700000000000004,0.737,0.524,2017,PG,4,Superstar,7.607093830174548,5.6228148369176285,-2.3364996724272453
Hassan Whiteside,99,2017-18,111.0,24.7,0.8,5.3,24.1,28.0,MIA,NBA,54.0,54.0,1364.0,11.5,21.3,11.4,21.2,0.1,0.1,4.7,6.7,6.4,16.3,22.7,2.0,1.4,3.5,3.4,4.8,27.8,0.54,0.5379999999999999,1.0,0.542,0.703,0.573,2017,C,8,All Star,6.911532111677574,-1.123429800833787,-0.5110033427192465
Andrew Wiggins,113,2017-18,101.0,23.4,-0.4,2.1,13.0,22.0,MIN,NBA,82.0,82.0,2979.0,9.6,21.8,7.7,16.1,1.9,5.7,3.4,5.3,1.4,4.6,6.0,2.7,1.5,0.9,2.3,2.7,24.4,0.43799999999999994,0.475,0.331,0.48100000000000004,0.643,0.505,2017,SF,1,3&D,-0.15470362311885677,1.7680008020426983,-0.8835274827601943
C.J. Williams,111,2017-18,105.0,13.7,0.1,0.7,9.5,27.0,LAC,NBA,38.0,17.0,707.0,6.0,13.5,4.5,8.2,1.5,5.4,0.9,1.1,0.8,3.0,3.9,3.0,2.1,0.9,1.4,4.3,14.4,0.442,0.546,0.282,0.4970000000000001,0.813,0.512,2017,SG,5,Perimeter Scorer,-3.2352748091096992,-0.9287725810940203,1.3477527406257355
Lou Williams,113,2017-18,112.0,29.8,2.0,6.7,20.2,31.0,LAC,NBA,79.0,19.0,2589.0,10.9,25.1,7.4,15.4,3.5,9.7,8.1,9.2,0.8,3.0,3.7,7.8,1.6,0.4,4.4,2.0,33.5,0.435,0.484,0.359,0.505,0.88,0.574,2017,SG,8,All Star,2.9012243809984697,6.284116586193413,0.6701207541486844
Marvin Williams,109,2017-18,118.0,14.8,1.9,5.0,13.9,31.0,CHO,NBA,78.0,78.0,2006.0,6.3,13.7,3.2,6.3,3.1,7.4,2.5,3.0,1.8,7.2,9.0,2.3,1.4,0.9,1.6,2.8,18.1,0.45799999999999996,0.512,0.413,0.57,0.8290000000000001,0.603,2017,PF,7,Elite Wing,-0.733762146401202,-0.24107676013352208,4.006562127290749
Justise Winslow,105,2017-18,101.0,16.3,0.4,2.6,11.5,21.0,MIA,NBA,68.0,25.0,1680.0,6.2,14.6,4.7,10.7,1.5,3.9,2.0,3.1,1.9,9.1,11.1,4.4,1.6,1.0,2.3,4.2,15.8,0.424,0.44,0.38,0.474,0.635,0.496,2017,PF,1,3&D,-1.5337131575222063,-1.269798539045297,-0.6447171299089338
Delon Wright,105,2017-18,116.0,17.2,1.7,4.5,16.5,25.0,TOR,NBA,69.0,4.0,1433.0,6.9,14.9,5.0,9.6,1.9,5.3,3.3,4.0,1.5,5.3,6.8,6.9,2.5,1.1,2.7,2.8,19.1,0.465,0.52,0.366,0.53,0.8290000000000001,0.574,2017,PG,7,Elite Wing,0.20357221291570995,0.6553481257251447,2.03707906609869
Joe Young,112,2017-18,102.0,18.0,-0.4,0.5,10.1,25.0,IND,NBA,53.0,1.0,558.0,7.2,16.7,4.9,10.7,2.2,5.9,2.0,2.6,1.1,4.6,5.6,3.5,1.3,0.1,2.3,3.5,18.5,0.43,0.45799999999999996,0.379,0.4970000000000001,0.759,0.521,2017,PG,5,Perimeter Scorer,-2.6032895257882793,0.6719632195805794,0.40662692356300373
Nick Young,112,2017-18,106.0,17.5,-0.6,1.7,10.0,32.0,GSW,NBA,80.0,8.0,1393.0,7.0,16.9,2.7,5.6,4.3,11.3,1.9,2.2,0.7,3.6,4.3,1.2,1.3,0.2,1.3,3.5,20.1,0.41200000000000003,0.48100000000000004,0.377,0.5379999999999999,0.862,0.562,2017,SG,1,3&D,-3.4095118728548446,1.34769251759915,2.8965078776833066
Thaddeus Young,107,2017-18,108.0,17.3,2.3,5.5,14.8,29.0,IND,NBA,81.0,81.0,2607.0,8.1,16.6,7.0,13.1,1.1,3.5,1.1,1.8,3.5,6.3,9.8,2.9,2.6,0.7,2.0,3.4,18.3,0.48700000000000004,0.531,0.32,0.521,0.598,0.528,2017,PF,7,Elite Wing,0.5584145729014767,-1.1032208328448512,0.8470032960110712
Cody Zeller,108,2017-18,119.0,15.7,0.4,1.9,15.9,25.0,CHO,NBA,33.0,0.0,627.0,6.6,12.1,6.5,11.9,0.2,0.2,4.7,6.6,5.2,8.6,13.8,2.4,1.1,1.6,2.6,6.3,18.1,0.545,0.542,0.667,0.551,0.718,0.602,2017,C,2,Do It All,2.068076301356159,-2.632969901246423,1.619400284571629
Tyler Zeller,111,2017-18,118.0,16.4,0.1,2.9,16.0,28.0,TOT,NBA,66.0,34.0,1109.0,8.3,14.8,7.8,13.5,0.4,1.2,2.5,3.5,4.9,8.6,13.5,2.1,0.7,1.5,2.1,5.6,19.5,0.56,0.578,0.35700000000000004,0.575,0.722,0.598,2017,C,2,Do It All,2.26079942292671,-2.8561723801820187,1.928841505674448
Tyler Zeller,111,2017-18,118.0,16.4,0.1,2.9,16.0,28.0,TOT,NBA,66.0,34.0,1109.0,8.3,14.8,7.8,13.5,0.4,1.2,2.5,3.5,4.9,8.6,13.5,2.1,0.7,1.5,2.1,5.6,19.5,0.56,0.578,0.35700000000000004,0.575,0.722,0.598,2017,C,2,Do It All,2.26079942292671,-2.8561723801820187,1.928841505674448
